ID,weekend_nights,week_nights,room_type,board_type,n_adults,n_less_12,n_more_12,booked_tour,n_requests,lead_time,purchase_type,n_p_cacellation,n_p_not_cacellation,repeated,price,date,is_canceled
INN19806,2,2,Room_Type 2,half board,0,1,1,0,1,9,Online,0,0,0,105.96,03/04/2018,1
INN28634,0,3,Room_Type 1,,2,0,0,0,0,,,0,0,0,,09/08/2018,1
INN16065,0,1,Room_Type 1,half board,2,0,0,0,0,6,Online,0,0,0,20,10/21/2017,0
INN15663,0,1,Room_Type 1,,2,0,0,0,0,0,,0,0,0,,10/13/2018,0
INN25605,1,1,Room_Type 1,half board,2,0,0,1,0,53,Online,0,0,0,115.4,9/21/2017,0
INN07724,0,2,Room_Type 2,half board,2,0,0,0,3,2,Online,0,0,0,20,08/12/2017,0
INN10925,2,1,Room_Type 6,half board,2,1,0,0,3,20,Online,0,0,0,185,09/05/2017,0
INN00105,0,3,Room_Type 1,half board,2,0,0,0,1,29,Online,0,0,0,127,10/08/2017,0
INN05258,0,3,Room_Type 1,half board,2,0,0,0,1,0,Online,0,0,0,150.9,08/10/2018,0
INN14632,0,3,Room_Type 4,half board,2,0,0,0,0,8,Online,0,0,0,136,03/03/2018,1
INN21322,0,1,Room_Type 1,,2,1,0,0,2,111,Online,0,0,0,155,10/06/2018,0
INN27483,0,2,Room_Type 1,full board,2,0,0,0,0,64,Online,0,0,0,136.1,05/06/2018,1
INN11104,1,2,Room_Type 1,,2,0,0,0,0,238,Offline,0,0,0,110,09/09/2018,1
INN33230,0,3,Room_Type 1,half board,2,0,0,0,1,80,Online,0,0,0,161.9,09/01/2018,0
INN13780,1,3,Room_Type 1,,2,0,0,0,2,102,Online,0,0,0,109.7,11/14/2018,0
INN27503,1,2,Room_Type 7,,2,1,1,0,1,78,,0,0,0,234.76,08/08/2018,0
INN33528,2,1,Room_Type 1,,2,0,0,0,1,38,,0,0,0,,6/26/2018,0
INN04291,0,3,Room_Type 1,full board,2,0,0,0,1,69,Online,0,0,0,99.2,11/01/2018,0
INN25616,2,2,Room_Type 1,half board,2,0,0,0,0,10,Online,0,0,0,110,8/16/2017,0
INN13995,1,0,Room_Type 1,,1,0,0,0,0,0,,0,0,0,85,01/04/2018,0
INN11365,2,4,Room_Type 1,half board,2,0,0,0,0,29,Offline,0,0,0,105,9/20/2017,0
INN34193,0,2,Room_Type 1,half board,2,0,0,0,0,3,Online,0,0,0,95,8/13/2017,0
INN10126,1,3,Room_Type 1,half board,1,0,0,0,0,95,Online,0,0,0,100.75,04/07/2018,1
INN20403,0,1,Room_Type 1,half board,1,0,0,0,0,8,Offline,0,0,0,82,3/15/2018,0
INN13876,0,2,Room_Type 1,full board,2,0,0,0,2,45,Online,0,0,0,108,12/02/2018,0
INN36066,1,1,Room_Type 1,,1,0,0,0,0,3,Offline,0,0,0,126.4,10/10/2017,0
INN11891,0,1,Room_Type 1,half board,1,0,0,1,1,11,Corporate,0,1,1,99,11/17/2018,0
INN05518,0,2,Room_Type 1,half board,2,0,0,0,0,51,Online,0,0,0,136.1,05/12/2018,0
INN28545,1,1,Room_Type 4,,3,0,0,1,2,69,,0,0,0,,9/26/2018,0
INN30344,0,2,Room_Type 1,half board,1,0,0,0,0,0,Corporate,0,0,0,85,9/13/2018,0
INN25010,1,2,Room_Type 4,half board,2,0,0,0,0,62,Online,0,0,0,126.2,04/01/2018,0
INN09686,0,2,Room_Type 1,,2,0,0,0,1,33,,0,0,0,171,07/08/2018,0
INN03252,3,6,Room_Type 4,half board,3,0,0,0,0,60,Online,0,0,0,179.6,8/22/2018,1
INN24769,2,0,Room_Type 1,half board,2,1,0,0,0,0,Online,0,0,0,152.44,05/01/2018,0
INN11536,1,2,Room_Type 1,half board,2,0,0,0,0,35,Offline,0,0,0,107,03/04/2018,0
INN26231,1,2,Room_Type 5,half board,1,0,0,0,0,298,Corporate,0,0,0,126,10/31/2018,1
INN15618,0,1,Room_Type 4,half board,2,0,0,0,1,5,Online,0,0,0,185,05/05/2018,0
INN34308,0,3,Room_Type 1,half board,1,0,0,0,0,402,Offline,0,0,0,100,10/13/2018,0
INN10766,0,1,Room_Type 1,half board,1,0,0,0,0,4,Online,0,0,0,140,10/01/2017,0
INN05477,2,3,Room_Type 1,breakfast,2,0,0,0,0,56,Offline,0,0,0,123,03/04/2018,0
INN34549,1,3,Room_Type 4,half board,3,0,0,0,2,48,Online,0,0,0,172.33,3/24/2018,0
INN26522,0,3,Room_Type 1,half board,1,0,0,0,0,45,Offline,0,0,0,115,10/13/2018,0
INN05018,0,4,Room_Type 4,,2,0,0,0,1,51,Online,0,0,0,93.37,11/02/2018,0
INN30165,1,4,Room_Type 6,half board,2,2,0,0,2,36,Online,0,0,0,172.3,02/08/2018,0
INN34129,0,1,Room_Type 1,half board,1,0,0,0,0,66,Corporate,0,0,0,99,07/07/2018,0
INN08166,0,1,Room_Type 6,breakfast,1,0,0,0,1,0,Complementary,0,1,1,20,3/30/2018,0
INN35643,0,4,Room_Type 1,half board,2,0,0,0,0,10,Online,0,0,0,97.6,12/16/2017,0
INN29219,1,3,Room_Type 1,half board,2,0,0,0,1,260,Online,0,0,0,89.38,05/02/2018,0
INN27418,1,2,Room_Type 1,half board,2,0,0,0,0,98,Offline,0,0,0,85,3/25/2018,0
INN19548,2,2,Room_Type 1,half board,2,0,0,0,0,161,Offline,0,0,0,85,12/04/2017,0
INN16288,2,5,Room_Type 1,full board,1,0,0,0,0,117,Online,0,0,0,78.6,03/12/2018,0
INN00474,2,3,Room_Type 1,half board,2,0,0,0,0,322,Offline,0,0,0,98,04/08/2018,0
INN05679,3,8,Room_Type 5,half board,3,0,0,0,1,74,Online,0,0,0,159.34,7/18/2018,1
INN13279,0,2,Room_Type 1,half board,1,0,0,0,0,39,Offline,0,0,0,93,11/20/2017,0
INN05857,1,0,Room_Type 1,half board,2,0,0,0,0,41,Offline,0,0,0,105.5,9/18/2018,0
INN10693,0,5,Room_Type 1,half board,2,0,0,0,1,16,Online,0,0,0,119.95,10/20/2017,0
INN10120,2,2,Room_Type 4,half board,2,0,0,0,2,20,Online,0,0,0,131.35,5/29/2018,0
INN19860,0,2,Room_Type 1,,1,0,0,0,0,5,Offline,0,0,0,135,9/15/2017,0
INN22294,0,1,Room_Type 1,,1,0,0,0,0,78,Offline,0,0,0,120,10/02/2017,0
INN15802,2,1,Room_Type 1,breakfast,1,0,0,0,0,174,Offline,0,0,0,92.5,8/29/2017,0
INN33125,2,2,Room_Type 1,half board,1,0,0,0,3,149,Online,0,0,0,166.03,11/06/2018,0
INN13374,0,2,Room_Type 1,full board,2,0,0,0,0,18,Online,0,0,0,99,02/12/2018,1
INN02463,1,2,Room_Type 1,,2,0,0,0,0,348,,0,0,0,,6/17/2018,1
INN02085,1,1,Room_Type 2,,2,1,1,0,1,299,Online,0,0,0,106.62,8/27/2018,1
INN02912,0,2,Room_Type 1,breakfast,2,0,0,0,0,47,Offline,0,0,0,121.5,8/14/2017,0
INN03483,1,4,Room_Type 1,half board,2,0,0,0,0,0,Online,0,0,0,102.88,12/19/2018,0
INN28354,0,4,Room_Type 1,breakfast,2,0,0,0,1,388,Offline,0,0,0,132,5/17/2018,1
INN22752,0,2,Room_Type 1,full board,2,0,0,0,0,21,Online,0,0,0,115,12/09/2018,0
INN26840,1,2,Room_Type 1,half board,2,0,0,0,0,162,Offline,0,0,0,110,9/14/2017,0
INN06939,0,1,Room_Type 1,,1,0,0,0,1,0,Online,0,0,0,117,3/17/2018,0
INN20391,2,4,Room_Type 4,half board,2,0,0,0,1,40,Online,0,0,0,155.9,04/03/2018,0
INN19393,1,2,Room_Type 4,,2,0,0,0,1,26,,0,0,0,,06/03/2018,0
INN16554,1,1,Room_Type 1,half board,2,0,0,0,1,2,Offline,0,0,0,32,10/10/2017,0
INN12747,0,2,Room_Type 1,full board,2,0,0,0,1,84,Online,0,0,0,87.5,03/09/2018,1
INN14224,0,1,Room_Type 1,half board,1,0,0,0,0,18,Offline,0,0,0,80,12/27/2018,0
INN12168,0,2,Room_Type 1,,2,0,0,0,2,76,,0,0,0,,4/26/2018,0
INN00898,0,1,Room_Type 1,half board,1,0,0,0,3,3,Complementary,2,7,1,20,10/06/2018,0
INN12876,2,2,Room_Type 2,half board,0,0,2,0,0,138,Online,0,0,0,112.12,6/26/2018,1
INN17337,2,1,Room_Type 1,,1,0,0,0,1,,,0,0,0,,04/03/2018,0
INN29197,0,1,Room_Type 1,,1,0,0,0,0,10,Corporate,0,0,0,85,9/15/2017,0
INN30762,3,5,Room_Type 4,half board,2,0,0,0,1,56,Online,0,0,0,116.16,3/13/2018,1
INN18397,1,1,Room_Type 1,,1,0,0,0,1,146,Online,0,0,0,99.2,11/19/2018,0
INN21620,0,2,Room_Type 1,half board,2,0,0,0,2,71,Online,0,0,0,119.9,6/22/2018,0
INN15608,2,2,Room_Type 4,half board,3,0,0,0,1,113,Online,0,0,0,139,12/23/2018,0
INN19532,2,0,Room_Type 1,full board,2,0,0,0,1,21,Online,0,0,0,94.1,09/11/2018,0
INN14597,0,2,Room_Type 4,,2,0,0,0,3,114,,0,0,0,,10/06/2018,0
INN30863,1,3,Room_Type 4,half board,2,0,0,0,0,101,Online,0,0,0,151.4,8/15/2018,0
INN06590,2,5,Room_Type 1,half board,2,0,0,0,1,189,Online,0,0,0,98.45,7/27/2018,0
INN14016,0,3,Room_Type 4,half board,3,0,0,0,0,66,Online,0,0,0,188.3,9/20/2018,1
INN34207,2,5,Room_Type 1,half board,2,0,0,0,1,107,Online,0,0,0,103.66,3/21/2018,0
INN06831,0,1,Room_Type 2,half board,2,0,0,0,1,173,Online,0,0,0,126.54,8/18/2018,0
INN28318,1,2,Room_Type 1,half board,2,0,0,0,1,69,Offline,0,0,0,110.67,06/10/2018,0
INN23695,1,0,Room_Type 1,half board,2,0,0,0,0,165,Online,0,0,0,96.5,8/16/2017,0
INN23437,1,2,Room_Type 1,half board,2,0,0,0,1,22,Online,0,0,0,127,10/05/2017,0
INN33027,0,3,Room_Type 1,half board,2,0,0,0,0,365,Offline,0,0,0,109,11/03/2018,1
INN10812,1,1,Room_Type 1,half board,2,0,0,0,0,94,Online,0,0,0,125.3,7/18/2018,1
INN19248,0,1,Room_Type 1,half board,2,0,0,0,0,0,Online,0,0,0,129,3/16/2018,0
INN27592,0,1,Room_Type 1,,1,0,0,0,0,0,Corporate,0,6,1,85,4/13/2018,0
INN07975,0,2,Room_Type 1,breakfast,2,0,0,0,1,416,Offline,0,0,0,135,9/13/2018,1
INN17715,2,1,Room_Type 4,,3,0,0,0,2,35,Online,0,0,0,174.93,9/25/2018,0
INN25337,1,1,Room_Type 1,half board,2,0,0,0,1,42,Online,0,0,0,124.85,10/17/2017,0
INN17591,1,3,Room_Type 4,half board,2,0,0,1,1,21,Online,0,0,0,156,12/28/2017,0
INN04507,0,1,Room_Type 1,,2,0,0,0,0,0,,0,0,0,,12/03/2018,0
INN06907,0,1,Room_Type 1,half board,2,0,0,0,0,38,Online,0,0,0,146.9,3/23/2018,1
INN30582,0,1,Room_Type 1,full board,1,0,0,0,0,16,Online,0,0,0,160,11/08/2018,0
INN04382,0,2,Room_Type 1,breakfast,2,0,0,0,1,453,Online,0,0,0,135,10/14/2018,1
INN26731,2,1,Room_Type 1,breakfast,2,0,0,0,1,147,Offline,0,0,0,127,3/27/2018,1
INN03814,0,2,Room_Type 1,half board,2,1,0,0,2,293,Online,0,0,0,114.5,12/21/2018,1
INN06671,2,1,Room_Type 1,,3,0,0,0,1,14,,0,0,0,158.5,8/15/2017,0
INN11986,3,10,Room_Type 2,half board,2,0,0,0,3,236,Online,0,0,0,101.81,07/04/2018,0
INN19628,2,2,Room_Type 1,,2,0,0,0,0,22,,0,0,0,,10/02/2017,0
INN29633,0,2,Room_Type 1,,2,0,0,0,2,100,,0,0,0,113.6,11/25/2018,0
INN29149,0,3,Room_Type 1,breakfast,2,0,0,0,1,180,Offline,0,0,0,110,6/16/2018,0
INN00507,2,3,Room_Type 4,,3,0,0,0,1,251,,0,0,0,148.7,10/21/2018,1
INN29003,2,0,Room_Type 1,,2,0,0,0,0,64,,0,0,0,123.5,07/10/2018,1
INN17024,1,3,Room_Type 1,,2,0,0,0,0,153,Offline,0,0,0,110,4/28/2018,0
INN01897,0,4,Room_Type 1,,2,0,0,0,2,268,Online,0,0,0,110.95,8/30/2018,1
INN14685,0,2,Room_Type 1,,2,0,0,0,0,,,0,0,0,,12/02/2018,0
INN24327,2,0,Room_Type 1,full board,2,0,0,0,0,68,Online,0,0,0,110,4/17/2018,1
INN03490,2,1,Room_Type 4,half board,2,0,0,0,1,5,Online,0,0,0,156,5/29/2018,0
INN24268,0,3,Room_Type 1,half board,2,0,0,0,0,88,Offline,0,0,0,95,12/01/2018,0
INN08644,0,4,Room_Type 1,,2,0,0,0,1,162,,0,0,0,112.28,6/14/2018,1
INN23397,2,2,Room_Type 1,full board,2,0,0,0,2,183,Online,0,0,0,94.8,12/18/2018,0
INN26655,2,3,Room_Type 1,half board,1,0,0,0,0,30,Offline,0,0,0,77.5,11/22/2017,0
INN26532,1,3,Room_Type 1,full board,2,0,0,0,0,45,Online,0,0,0,94.25,12/10/2017,0
INN07568,2,1,Room_Type 6,half board,2,0,0,0,1,131,Offline,0,0,0,105,3/20/2018,0
INN34104,1,5,Room_Type 4,half board,2,0,0,0,1,221,Online,0,0,0,135.32,06/06/2018,1
INN29093,0,2,Room_Type 1,half board,1,0,0,0,0,90,Corporate,0,0,0,85,12/09/2017,0
INN13978,0,3,Room_Type 1,half board,2,0,0,0,0,196,Offline,0,0,0,130,09/08/2018,1
INN31842,0,3,Room_Type 1,full board,1,0,0,0,2,2,Online,0,0,0,115,11/17/2018,0
INN06966,1,3,Room_Type 1,,2,0,0,0,3,27,,0,0,0,,9/17/2017,0
INN34380,1,2,Room_Type 1,,2,0,0,0,0,224,,0,0,0,100,4/22/2018,0
INN12230,2,2,Room_Type 1,,2,0,1,0,3,94,,0,0,0,,10/21/2018,0
INN20718,2,2,Room_Type 1,,2,0,0,0,0,63,Online,0,0,0,94.8,12/04/2018,1
INN07726,0,2,Room_Type 1,breakfast,1,0,0,0,0,305,Offline,0,0,0,111,9/16/2018,0
INN32931,0,3,Room_Type 4,,2,0,0,0,0,52,Offline,0,0,0,80,11/04/2017,0
INN23498,2,3,Room_Type 4,,2,0,0,0,1,,,0,0,0,,8/23/2017,0
INN07644,1,5,Room_Type 4,half board,1,0,0,0,0,94,Online,0,0,0,150.2,07/05/2018,1
INN06682,0,3,Room_Type 1,half board,2,0,0,0,1,45,Online,0,0,0,116.3,10/22/2017,0
INN20369,0,3,Room_Type 1,half board,1,0,0,0,0,86,Offline,0,0,0,140,6/14/2018,0
INN04271,0,3,Room_Type 1,half board,2,0,0,0,0,14,Online,0,0,0,171,08/09/2018,1
INN33431,2,3,Room_Type 1,half board,2,0,0,0,2,138,Online,0,0,0,130.7,08/04/2018,0
INN00005,1,2,Room_Type 1,,1,0,0,0,0,58,,0,0,0,97,04/11/2018,1
INN29774,1,1,Room_Type 1,half board,2,0,0,0,1,216,Offline,0,0,0,120,05/02/2018,0
INN32255,0,1,Room_Type 1,,1,0,0,0,2,93,Online,0,0,0,106.4,11/23/2018,0
INN15209,2,2,Room_Type 1,breakfast,2,0,0,0,0,203,Offline,0,0,0,126,4/22/2018,1
INN14467,0,1,Room_Type 1,half board,2,0,1,0,0,41,Online,0,0,0,172.1,7/29/2018,0
INN25049,0,2,Room_Type 1,half board,1,0,0,0,0,39,Offline,0,0,0,93,11/20/2017,0
INN29577,1,2,Room_Type 1,half board,2,0,0,0,1,23,Online,0,0,0,179,9/23/2018,1
INN17410,0,1,Room_Type 1,half board,2,0,0,0,0,68,Offline,0,0,0,140,06/08/2018,0
INN25165,1,3,Room_Type 4,half board,3,0,0,0,2,48,Online,0,0,0,155.4,12/22/2018,0
INN31052,1,0,Room_Type 4,,2,0,0,0,0,29,,0,0,0,,6/27/2018,1
INN29767,2,2,Room_Type 4,half board,2,0,0,0,1,177,Online,0,0,0,138.15,5/27/2018,0
INN26695,2,2,Room_Type 1,half board,2,0,0,0,1,3,Online,0,0,0,122,1/31/2018,0
INN28905,3,7,Room_Type 1,half board,1,2,0,0,0,78,Online,0,0,0,182.45,06/10/2018,1
INN24496,1,4,Room_Type 1,half board,2,0,0,0,0,404,Offline,0,0,0,98,9/21/2018,0
INN08539,2,3,Room_Type 1,half board,2,0,0,0,3,53,Offline,0,0,0,105.5,8/28/2018,0
INN04741,0,3,Room_Type 4,half board,2,0,0,0,2,156,Online,0,0,0,159.5,9/29/2018,1
INN13437,2,5,Room_Type 1,half board,2,0,0,0,0,314,Online,0,0,0,85.49,7/27/2018,1
INN28210,0,3,Room_Type 1,,2,0,0,0,0,192,,0,0,0,,12/30/2017,0
INN29202,0,3,Room_Type 6,half board,2,0,2,1,2,147,Online,0,0,0,218.9,8/25/2018,0
INN07633,0,2,Room_Type 1,half board,1,0,0,0,1,2,Corporate,0,12,1,86,2/23/2018,0
INN23553,2,2,Room_Type 1,,1,0,0,0,1,75,,0,0,0,,11/06/2018,0
INN21729,1,3,Room_Type 1,full board,1,0,0,0,1,36,Online,0,0,0,157.83,11/07/2018,0
INN12462,0,4,Room_Type 1,full board,2,0,0,0,0,112,Offline,0,0,0,83.75,3/15/2018,0
INN14180,2,5,Room_Type 4,,3,0,0,0,0,70,Online,0,0,0,173.77,09/05/2018,0
INN08470,1,1,Room_Type 4,half board,2,0,0,0,0,12,Offline,0,0,0,127,5/21/2018,0
INN16251,2,5,Room_Type 1,half board,2,0,0,0,2,180,Offline,0,0,0,61.43,3/19/2018,0
INN15760,1,2,Room_Type 1,,2,0,0,0,0,269,Offline,0,0,0,85,10/02/2017,0
INN30620,0,4,Room_Type 4,half board,2,0,0,0,2,69,Online,0,0,0,150.5,09/06/2018,0
INN17608,0,3,Room_Type 1,,1,0,0,0,0,196,Offline,0,0,0,120.8,10/05/2018,1
INN35409,0,1,Room_Type 2,half board,2,0,1,0,1,4,Complementary,0,3,1,20,07/02/2018,0
INN18371,2,3,Room_Type 1,half board,2,0,0,0,0,69,Online,0,0,0,139.85,5/13/2018,1
INN35927,1,0,Room_Type 1,half board,2,0,0,0,1,0,Online,0,0,0,128,10/09/2018,0
INN07535,2,1,Room_Type 1,half board,1,0,0,0,1,2,Online,0,0,0,174,10/02/2018,0
INN17496,0,2,Room_Type 1,half board,2,0,0,0,1,72,Offline,0,0,0,80,1/29/2018,0
INN07930,2,1,Room_Type 1,half board,2,0,0,0,1,102,Online,0,0,0,116.3,4/17/2018,0
INN01519,1,3,Room_Type 4,,1,0,0,0,0,11,Online,0,0,0,161,05/09/2018,1
INN33917,2,3,Room_Type 1,full board,2,0,0,0,0,268,Online,0,0,0,93.96,9/30/2018,1
INN28224,2,1,Room_Type 1,half board,2,0,0,0,2,122,Online,0,0,0,110,11/26/2018,0
INN19832,0,3,Room_Type 1,,1,0,0,0,0,326,Offline,0,0,0,115,9/21/2018,1
INN04652,2,2,Room_Type 1,half board,3,0,0,0,1,38,Online,0,0,0,140.42,10/24/2017,0
INN18477,0,2,Room_Type 1,,2,0,0,0,0,84,,0,0,0,,06/03/2018,0
INN23071,1,2,Room_Type 1,,2,0,0,0,0,71,Online,0,0,0,121.1,6/27/2018,1
INN18952,0,3,Room_Type 1,half board,2,0,0,0,1,86,Online,0,0,0,88.47,11/03/2018,0
INN23058,2,3,Room_Type 1,breakfast,2,0,0,0,0,221,Online,0,0,0,172.15,09/04/2018,1
INN01850,0,1,Room_Type 1,full board,2,0,0,0,0,0,Online,0,0,0,95,12/19/2017,0
INN14328,0,2,Room_Type 1,breakfast,2,0,0,0,1,318,Offline,0,0,0,135,6/24/2018,1
INN33779,1,0,Room_Type 1,half board,2,0,0,0,0,316,Offline,0,0,0,87,9/21/2017,0
INN09837,2,2,Room_Type 1,full board,2,0,0,0,0,123,Online,0,0,0,99.65,10/30/2018,1
INN08261,0,1,Room_Type 1,half board,1,0,0,0,0,2,Corporate,0,0,0,85,12/10/2017,0
INN07210,2,2,Room_Type 1,half board,2,0,0,0,1,44,Online,0,0,0,108.4,12/18/2018,0
INN12151,0,2,Room_Type 1,half board,2,0,0,0,0,381,Offline,0,0,0,140,9/15/2018,1
INN15957,1,0,Room_Type 1,half board,2,0,0,0,1,23,Online,0,0,0,114.35,06/12/2018,0
INN04659,0,2,Room_Type 1,half board,2,0,0,0,1,75,Online,0,0,0,117.2,11/04/2018,0
INN13544,1,1,Room_Type 1,half board,2,0,0,0,0,4,Corporate,0,0,0,120,8/22/2018,0
INN14325,0,1,Room_Type 1,half board,1,0,0,0,1,5,Corporate,3,2,1,60,3/29/2018,0
INN32812,0,3,Room_Type 1,half board,2,0,0,1,3,286,Online,0,0,0,144.2,9/13/2018,0
INN34664,2,3,Room_Type 1,,2,1,0,0,2,,,0,0,0,,9/29/2018,0
INN31829,0,1,Room_Type 1,,2,0,0,0,0,0,,0,0,0,,5/19/2018,0
INN34427,0,3,Room_Type 1,full board,2,0,0,0,1,30,Online,0,0,0,108,11/17/2018,1
INN32871,1,3,Room_Type 1,half board,1,0,0,0,0,48,Offline,0,0,0,95.6,10/19/2017,1
INN26629,2,2,Room_Type 4,half board,2,0,0,0,1,173,Online,0,0,0,138.15,5/27/2018,1
INN14346,1,3,Room_Type 6,half board,2,0,0,0,1,6,Online,0,0,0,175.25,8/31/2017,0
INN20997,4,6,Room_Type 4,,3,0,0,0,0,12,,0,0,0,,06/12/2018,1
INN02684,2,3,Room_Type 1,half board,2,0,0,0,0,293,Online,0,0,0,105.85,10/30/2018,1
INN13308,0,1,Room_Type 6,,2,0,2,0,0,24,,0,0,0,241,04/02/2018,1
INN28958,1,5,Room_Type 1,,1,0,0,0,0,419,Offline,0,0,0,100,10/04/2018,1
INN16126,1,1,Room_Type 1,half board,2,0,0,0,0,226,Online,0,0,0,125.3,8/13/2018,1
INN04427,2,2,Room_Type 4,half board,3,0,0,0,2,69,Online,0,0,0,179.3,5/22/2018,0
INN20711,0,2,Room_Type 4,half board,3,0,0,0,1,87,Online,0,0,0,188.3,09/06/2018,0
INN06149,2,7,Room_Type 4,half board,1,0,0,0,0,34,Online,0,0,0,121.78,02/05/2018,1
INN23178,0,3,Room_Type 2,,0,0,2,0,1,68,,0,0,0,,12/08/2018,0
INN32915,1,1,Room_Type 1,,2,0,0,0,1,30,,0,0,0,,10/10/2018,0
INN34260,0,1,Room_Type 1,half board,2,0,0,0,0,5,Online,0,0,0,141,06/09/2018,1
INN11962,1,2,Room_Type 1,full board,2,0,0,0,1,70,Online,0,0,0,136.1,6/17/2018,0
INN08042,2,5,Room_Type 1,full board,2,0,0,0,0,0,Online,0,0,0,119.14,8/29/2017,0
INN09826,0,3,Room_Type 1,,2,0,0,0,0,88,Offline,0,0,0,105.67,11/24/2017,0
INN16827,0,2,Room_Type 2,half board,2,0,0,0,0,84,Offline,0,0,0,120,06/03/2018,0
INN17216,1,1,Room_Type 5,breakfast,2,0,0,0,0,116,Offline,0,0,0,158,9/28/2017,1
INN06048,0,3,Room_Type 1,half board,1,0,0,0,0,230,Offline,0,0,0,115,6/23/2018,0
INN02121,2,1,Room_Type 1,breakfast,1,0,0,0,0,166,Offline,0,0,0,92.5,8/22/2017,0
INN33365,0,2,Room_Type 7,half board,2,0,1,0,1,27,Online,0,0,0,219.82,8/30/2018,0
INN15212,0,2,Room_Type 1,half board,1,0,0,0,0,8,Corporate,0,0,0,115,5/31/2018,0
INN19266,2,1,Room_Type 1,breakfast,2,0,0,0,0,264,Offline,0,0,0,192,9/17/2018,1
INN02047,0,2,Room_Type 4,half board,2,0,0,0,0,213,Online,0,0,0,102.96,7/27/2018,1
INN17479,0,3,Room_Type 1,half board,1,0,0,0,0,45,Offline,0,0,0,115,10/13/2018,0
INN22359,2,8,Room_Type 4,half board,2,0,0,0,0,17,Online,0,0,0,152,3/30/2018,1
INN31904,2,3,Room_Type 1,half board,1,0,0,0,0,224,Online,0,0,0,88.55,4/24/2018,1
INN02149,1,3,Room_Type 1,breakfast,2,0,0,0,3,274,Online,0,0,0,143.25,10/20/2018,0
INN11288,0,2,Room_Type 1,half board,2,0,0,0,0,30,Complementary,0,0,0,20,11/11/2018,0
INN01222,0,3,Room_Type 1,half board,2,0,0,0,0,86,Offline,0,0,0,115,9/22/2017,0
INN05888,2,2,Room_Type 4,half board,2,0,0,0,2,69,Online,0,0,0,102.45,03/11/2018,0
INN03236,0,2,Room_Type 1,half board,2,0,0,0,1,183,Online,0,0,0,134.3,08/10/2018,1
INN25893,0,1,Room_Type 4,half board,2,0,0,0,1,15,Online,0,0,0,128,2/27/2018,0
INN07192,0,2,Room_Type 1,half board,2,0,0,0,0,21,Corporate,0,0,0,100,3/17/2018,1
INN01103,0,1,Room_Type 1,half board,1,0,0,0,0,6,Corporate,0,4,1,86,02/03/2018,0
INN02449,1,2,Room_Type 1,half board,1,0,0,0,1,6,Online,0,0,0,88.22,02/01/2018,0
INN00077,1,1,Room_Type 4,half board,3,0,0,0,0,321,Online,0,0,0,141.5,12/31/2018,0
INN01912,0,2,Room_Type 1,full board,2,0,0,0,2,77,Online,0,0,0,85.36,1/19/2018,0
INN04520,1,1,Room_Type 1,half board,2,0,0,0,0,66,Online,0,0,0,126,12/28/2017,0
INN10079,1,0,Room_Type 1,half board,1,0,0,0,0,197,Offline,0,0,0,135,10/16/2018,1
INN05261,0,1,Room_Type 1,half board,2,1,0,0,2,28,Online,0,0,0,129,3/18/2018,0
INN01156,1,4,Room_Type 1,,1,0,0,0,1,107,Online,0,0,0,88,07/06/2017,1
INN05023,2,2,Room_Type 1,,2,0,0,0,0,17,,0,0,0,119.5,12/26/2017,0
INN09333,1,3,Room_Type 4,,2,0,0,0,1,41,,0,0,0,,9/26/2018,0
INN09432,2,5,Room_Type 4,,3,0,0,0,0,192,,0,0,0,,08/08/2018,1
INN11805,1,2,Room_Type 1,full board,2,0,0,0,1,135,Online,0,0,0,154.1,9/23/2018,1
INN34451,0,2,Room_Type 1,full board,2,0,0,0,2,124,Online,0,0,0,99.2,12/09/2018,0
INN20406,1,1,Room_Type 1,half board,2,0,0,0,0,209,Offline,0,0,0,90,10/10/2017,1
INN20311,2,3,Room_Type 1,full board,2,0,0,0,0,370,Online,0,0,0,91.91,12/29/2018,1
INN20395,0,4,Room_Type 1,half board,2,0,0,0,0,324,Offline,0,0,0,100,4/20/2018,0
INN30499,1,2,Room_Type 1,,2,0,0,0,1,44,,0,0,0,,10/28/2018,0
INN12874,0,1,Room_Type 1,half board,2,0,0,0,0,0,Complementary,0,0,0,20,08/11/2017,0
INN27301,0,2,Room_Type 1,,2,0,0,0,1,416,,0,0,0,,9/13/2018,1
INN17470,1,2,Room_Type 1,,1,0,0,0,0,16,Offline,0,0,0,110,05/09/2018,0
INN04764,2,4,Room_Type 6,,2,0,0,0,0,88,Online,0,0,0,190.17,05/07/2018,1
INN23978,1,3,Room_Type 1,full board,2,0,0,0,1,155,Online,0,0,0,100.75,04/11/2018,0
INN04705,0,2,Room_Type 4,,3,0,0,0,1,102,Online,0,0,0,171.2,10/07/2018,0
INN22540,2,0,Room_Type 1,,2,0,0,0,2,28,,0,0,0,109,09/11/2018,0
INN08433,1,3,Room_Type 1,full board,2,0,0,1,1,99,Online,0,0,0,123.5,7/25/2018,0
INN03776,2,2,Room_Type 1,,2,0,0,0,0,119,,0,0,0,85,10/30/2017,1
INN33788,2,3,Room_Type 4,half board,2,0,0,0,0,46,Online,0,0,0,89.44,2/20/2018,1
INN33588,0,4,Room_Type 1,,2,0,0,0,0,388,Offline,0,0,0,90,5/17/2018,1
INN06172,0,2,Room_Type 1,full board,2,0,0,0,1,53,Online,0,0,0,109.1,6/22/2018,1
